Director,PA,BB,AB,OUTS,H,1B,2B,3B,HR,BA,OBP,SLG,OPS,WAR,WAR/PA,Scaled WAR,Scaled WAR/PA,Average Composite Score,Bucket,Composite Score+,Standard Deviation,Coefficient of Variation,Adjusted StDev,Best 2 Film Run Score,Best 2 Film Run Titles,Best 3 Film Run Score,Best 3 Film Run Titles,Best 5 Film Run Score,Best 5 Film Run Titles,Best Top 2 Overall Score,Out Rate,BB Rate,1B Rate,2B Rate,3B Rate,HR Rate,XBH,XBH Rate,Eligible,Career_Value,Rate_Quality,Peak,Profile,Strength
Mike Newell,22,6,16,12,4,3,1,0,0,0.25,0.455,0.313,0.767,-96.4,-4.38,-9.72,-0.44,50.62,OUT,89.5,15.8,0.3121,15.8,70.0,Mona Lisa Smile → Harry Potter and the Goblet of Fire,65.5,Jo → Mona Lisa Smile → Harry Potter and the Goblet of Fire,62.0,Donnie Brasco → Pushing Tin → Jo → Mona Lisa Smile → Harry Potter and the Goblet of Fire,80.9,0.5454545454545454,0.2727272727272727,0.13636363636363635,0.045454545454545456,0.0,0.0,1,0.045454545454545456,True,-1.1634840927665204,-0.5811702576570709,-0.35309689683508944,-0.7276591144253136,-0.7281438393380589
Mike Nichols,19,4,15,6,9,6,3,0,0,0.6,0.684,0.8,1.484,123.3,6.49,12.43,0.65,61.49,BB,104.2,16.7,0.27140000000000003,16.5,88.0,Who's Afraid of Virginia Woolf? → The Graduate,81.1,Who's Afraid of Virginia Woolf? → The Graduate → Catch-22,69.8,Who's Afraid of Virginia Woolf? → The Graduate → Catch-22 → Carnal Knowledge → The Day of the Dolphin,88.2,0.3157894736842105,0.21052631578947367,0.3157894736842105,0.15789473684210525,0.0,0.0,3,0.15789473684210525,True,0.7172734420666006,0.21355756133093104,0.42877197673163114,0.1980782610405663,0.41538006934373395
Milos Forman,12,2,10,1,9,6,1,2,0,0.9,0.917,1.4,2.317,213.7,17.81,21.55,1.8,72.81,1B,120.4,13.8,0.1892,14.4,87.5,Taking Off → One Flew Over the Cuckoo's Nest,83.7,The Fireman's Ball → Taking Off → One Flew Over the Cuckoo's Nest,81.4,Taking Off → One Flew Over the Cuckoo's Nest → Hair → Ragtime → Amadeus,93.8,0.08333333333333333,0.16666666666666666,0.5,0.08333333333333333,0.16666666666666666,0.0,3,0.25,True,1.03338249623929,1.0411857960084085,0.9475461973697429,1.1704772670764445,1.0412932006316136
Nia DaCosta,5,1,4,3,1,1,0,0,0,0.25,0.4,0.25,0.65,2.8,0.56,0.28,0.06,55.56,BB,106.2,15.2,0.2732,15.5,66.2,Hedda → 28 Years Later: The Bone Temple,56.5,The Marvels → Hedda → 28 Years Later: The Bone Temple,55.6,Little Woods → Candyman → The Marvels → Hedda → 28 Years Later: The Bone Temple,79.2,0.6,0.2,0.2,0.0,0.0,0.0,0,0.0,True,-0.13104348631755774,-0.21999680542149316,-0.8382439367171818,-0.8234911277453506,-0.46857145697900615
Nicholas Ray,21,5,16,9,7,5,1,1,0,0.438,0.571,0.625,1.196,103.6,4.93,10.45,0.5,59.93,BB,94.1,15.2,0.2529,15.3,79.2,The Lusty Men → Johnny Guitar,76.2,On Dangerous Ground → The Lusty Men → Johnny Guitar,72.7,On Dangerous Ground → The Lusty Men → Johnny Guitar → Run for Cover → Rebel Without a Cause,89.0,0.42857142857142855,0.23809523809523808,0.23809523809523808,0.047619047619047616,0.047619047619047616,0.0,2,0.09523809523809523,True,0.6343307664698395,0.09950278694074859,0.39419971150198374,-0.19447415610386454,0.274830023330862
Noah Baumbach,13,5,8,4,4,2,2,0,0,0.5,0.692,0.75,1.442,71.5,5.5,7.21,0.55,60.5,BB,112.3,16.1,0.2667,16.0,79.6,The Meyerowitz Stories → Marriage Story,74.7,Mistress America → The Meyerowitz Stories → Marriage Story,72.6,Frances Ha → While We're Young → Mistress America → The Meyerowitz Stories → Marriage Story,88.7,0.3076923076923077,0.38461538461538464,0.15384615384615385,0.15384615384615385,0.0,0.0,2,0.15384615384615385,True,0.47933008683725953,0.14117664681408448,0.3449533159397059,0.0669744140635531,0.2787263995523361
Norman Jewison,24,3,21,13,8,6,1,1,0,0.381,0.458,0.524,0.982,1.9,0.08,0.19,0.01,55.08,BB,90.4,17.1,0.3099,16.9,81.5,Fiddler on the Roof → Jesus Christ Superstar,77.1,In the Heat of the Night → The Thomas Crown Affair → Fiddler on the Roof,72.6,The Russians Are Coming the Russians Are Coming → In the Heat of the Night → The Thomas Crown Affair → Fiddler on the Roof → Jesus Christ Superstar,89.1,0.5416666666666666,0.125,0.25,0.041666666666666664,0.041666666666666664,0.0,2,0.08333333333333333,True,-0.1574460006717485,-0.2550905821569339,0.41757834169736674,-0.424877130518422,-0.09158728642010075
Oliver Stone,20,2,18,10,8,6,1,1,0,0.444,0.5,0.611,1.111,35.3,1.77,3.56,0.18,56.77,BB,99.8,18.5,0.32530000000000003,17.9,81.5,Platoon → Salvador,77.0,Platoon → Salvador → Wall Street,75.2,Platoon → Salvador → Wall Street → Talk Radio → Born on the Fourth of July,89.2,0.5,0.1,0.3,0.05,0.05,0.0,2,0.1,True,0.253313426276966,-0.1315312432342363,0.5014045730170194,-0.258293547556779,0.11680365081742974
Olivier Megaton,6,0,6,6,0,0,0,0,0,0.0,0.0,0.0,0.0,-174.5,-29.08,-17.59,-2.93,25.92,OUT,48.5,14.1,0.5439,14.9,36.7,Colombiana → Taken 2,34.2,Transporter 3 → Colombiana → Taken 2,31.1,The Red Siren → Transporter 3 → Colombiana → Taken 2 → Taken 3,40.9,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,True,-1.468205146709281,-2.3870375188349593,-2.7105625546678627,-1.5976477303111325,-2.0343911084507162
Orson Welles,16,1,15,3,12,7,3,1,1,0.8,0.813,1.333,2.146,261.5,16.34,26.37,1.65,71.34,1B,114.4,16.5,0.23149999999999998,16.3,89.5,Citizen Kane → The Magnificent Ambersons,85.2,Citizen Kane → The Magnificent Ambersons → The Stranger,81.7,Citizen Kane → The Magnificent Ambersons → The Stranger → The Lady from Shanghai → Macbeth,94.5,0.1875,0.0625,0.4375,0.1875,0.0625,0.0625,5,0.3125,True,1.1729464053080378,0.9337111047561213,1.0079006110983446,0.9337124823363137,1.0240293470232906
Park Chan-wook,14,2,12,3,9,4,3,2,0,0.75,0.786,1.333,2.119,161.2,11.51,16.25,1.16,66.51,1B,123.0,23.4,0.35229999999999995,21.4,86.6,The Handmaiden → Decision to Leave,85.4,The Handmaiden → Decision to Leave → No Other Choice,77.5,Thirst → Stoker → The Handmaiden → Decision to Leave → No Other Choice,92.2,0.21428571428571427,0.14285714285714285,0.2857142857142857,0.21428571428571427,0.14285714285714285,0.0,5,0.35714285714285715,True,0.8603855922129713,0.5805799763557488,0.8493692796931067,0.8632460966262668,0.7882522110013586
Patty Jenkins,3,0,3,1,2,2,0,0,0,0.667,0.667,0.667,1.333,7.0,2.33,0.71,0.24,57.33,BB,105.8,21.7,0.3789,18.0,69.9,Monster → Wonder Woman,57.3,Monster → Wonder Woman → Wonder Woman 1984,,,71.2,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0,0.0,True,-0.042299930720493185,-0.09058850370955543,-0.9539455809831533,0.1391883781207086,-0.2459858247651834
Paul Haggis,4,1,3,1,2,2,0,0,0,0.667,0.75,0.667,1.417,0.8,0.2,0.08,0.02,55.2,BB,103.3,16.3,0.2958,16.0,66.2,Crash → In the Valley of Elah,63.1,Crash → In the Valley of Elah → The Next Three Days,,,66.5,0.25,0.25,0.5,0.0,0.0,0.0,0,0.0,True,-0.20077448531333125,-0.24631713797307372,-0.7514834113618601,0.20799084922227365,-0.26808431308327807
Paul King,4,2,2,0,2,1,1,0,0,1.0,1.0,1.5,2.5,66.8,16.7,6.74,1.68,71.7,1B,134.8,14.5,0.2023,15.2,83.6,Paddington → Paddington 2,76.5,Paddington → Paddington 2 → Wonka,,,88.9,0.0,0.5,0.25,0.25,0.0,0.0,1,0.25,True,0.4541355970084026,0.9600314373077018,0.40089954496621827,1.417070976259656,0.7598876199229321
Paul Schrader,25,3,22,18,4,2,1,1,0,0.182,0.28,0.318,0.598,-241.7,-9.67,-24.37,-0.97,45.33,OUT,80.1,20.2,0.4448,19.4,74.8,Blue Collar → Hardcore,66.9,Blue Collar → Hardcore → American Gigolo,67.1,Blue Collar → Hardcore → American Gigolo → Cat People → Mishima: A Life in Four Chapters,91.2,0.72,0.12,0.08,0.04,0.04,0.0,2,0.08,True,-1.6784263753314035,-0.967932922095574,-0.02898739489689698,-0.9318409094352038,-0.9391261737345794
Paul Thomas Anderson,10,1,9,0,9,4,3,2,0,1.0,1.0,1.778,2.778,246.3,24.63,24.83,2.48,79.63,1B,146.2,9.4,0.1184,11.6,88.0,Boogie Nights → Magnolia,86.2,Magnolia → Punch Drunk Love → There Will Be Blood,84.6,Boogie Nights → Magnolia → Punch Drunk Love → There Will Be Blood → The Master,93.7,0.0,0.1,0.4,0.3,0.2,0.0,5,0.5,True,1.1298572445615307,1.539809873791129,1.1226171490773331,1.6447743925243592,1.3335188075904467
Paul W.S. Anderson,15,0,15,15,0,0,0,0,0,0.0,0.0,0.0,0.0,-325.0,-21.67,-32.77,-2.18,33.33,OUT,60.8,8.4,0.2515,10.2,44.9,Mortal Kombat → Event Horizon,43.2,Mortal Kombat → Event Horizon → Soldier,41.9,Mortal Kombat → Event Horizon → Soldier → The Sight → Resident Evil,47.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,True,-1.9014881525572214,-1.845277340481593,-2.0308545839630394,-1.5976477303111325,-1.859008972940551
Pawel Pawlikowski,5,1,4,1,3,1,2,0,0,0.75,0.8,1.25,2.05,65.8,13.16,6.63,1.33,68.16,1B,126.0,20.2,0.2967,18.0,83.6,Ida → Cold War,67.4,The Woman in the Fifth → Ida → Cold War,68.2,Last Resort → My Summer of Love → The Woman in the Fifth → Ida → Cold War,84.9,0.2,0.2,0.2,0.4,0.0,0.0,2,0.4,True,0.4481132771003515,0.7012148338838263,-0.04994098450512442,0.8067297810785525,0.45859840169049143
Pedro Almodovar,23,5,18,3,15,9,5,1,0,0.833,0.87,1.222,2.092,342.7,14.9,34.55,1.5,69.9,1B,125.0,13.4,0.1917,13.8,88.0,All About My Mother → Talk to Her,85.5,All About My Mother → Talk to Her → Bad Education,82.8,All About My Mother → Talk to Her → Bad Education → Volver → Broken Embraces,89.9,0.13043478260869565,0.21739130434782608,0.391304347826087,0.21739130434782608,0.043478260869565216,0.0,6,0.2608695652173913,True,1.3832235046434962,0.8284297745497992,1.0005192116125299,0.9213941841131066,1.0564831347562524
Pete Docter,4,0,4,0,4,0,2,2,0,1.0,1.0,2.5,3.5,132.0,33.0,13.31,3.33,88.0,2B,163.7,3.5,0.0395,10.3,90.9,"Monsters, Inc. → Up",88.7,"Monsters, Inc. → Up → Inside Out",,,91.8,0.0,0.0,0.0,0.5,0.5,0.0,4,1.0,True,0.7520010640679425,2.1517576056153773,1.0899710941829823,2.2361480131830485,1.4832620968065826
Peter Bogdanovich,20,0,20,13,7,4,1,2,0,0.35,0.35,0.6,0.95,-49.1,-2.46,-4.95,-0.25,52.55,OUT,87.7,23.1,0.4397,21.6,88.2,"What's Up, Doc? → Paper Moon",89.0,"The Last Picture Show → What's Up, Doc? → Paper Moon",70.3,"The Last Picture Show → What's Up, Doc? → Paper Moon → Daisy Miller → At Long Last Love",93.9,0.65,0.0,0.2,0.05,0.1,0.0,3,0.15,True,-0.9107185526476858,-0.4407951507153079,0.7339044750156116,-0.4810654052421021,-0.2961513157676502
Peter Farrelly,16,2,14,13,1,0,1,0,0,0.071,0.188,0.143,0.33,-266.2,-16.64,-26.84,-1.68,38.36,OUT,69.8,20.9,0.5438000000000001,19.7,69.2,Green Book → The Greatest Beer Run Ever,57.7,Green Book → The Greatest Beer Run Ever → Ricky Stanicky,52.1,"Dumb and Dumber → Kingpin → There's Something About Mary → Me, Myself & Irene → Osmosis Jones",87.6,0.8125,0.125,0.0,0.0625,0.0,0.0,1,0.0625,True,-1.7475424609415062,-1.47752380510812,-0.8242319403141865,-1.2586934540137893,-1.3514403654407865
Peter Jackson,13,3,10,2,8,5,0,0,3,0.8,0.846,1.7,2.546,217.7,16.75,21.95,1.69,71.75,1B,129.2,16.4,0.2286,16.2,95.7,Lord of the Rings: The Two Towers → Lord of the Rings: The Return of the King,95.7,Lord of the Rings: The Fellowship of the Ring → Lord of the Rings: The Two Towers → Lord of the Rings: The Return of the King,85.2,Heavenly Creatures → The Frighteners → Lord of the Rings: The Fellowship of the Ring → Lord of the Rings: The Two Towers → Lord of the Rings: The Return of the King,96.2,0.15384615384615385,0.23076923076923078,0.38461538461538464,0.0,0.0,0.23076923076923078,3,0.23076923076923078,True,1.045523458765808,0.9636870390509769,1.4402074495859165,1.2613432971056708,1.1668993192101
Peter Weir,14,2,12,2,10,7,2,1,0,0.833,0.857,1.167,2.024,196.8,14.06,19.84,1.42,69.06,1B,118.2,14.5,0.21030000000000001,14.9,86.5,The Truman Show → Master and Commander: The Far Side of the World,81.4,Fearless → The Truman Show → Master and Commander: The Far Side of the World,76.0,Dead Poets Society → Green Card → Fearless → The Truman Show → Master and Commander: The Far Side of the World,92.3,0.14285714285714285,0.14285714285714285,0.5,0.14285714285714285,0.07142857142857142,0.0,3,0.21428571428571427,True,0.9801625682365326,0.7670156652627779,0.6876624942928554,0.8656969456023158,0.8308576994803314
Peyton Reed,9,1,8,7,1,1,0,0,0,0.125,0.222,0.125,0.347,-86.7,-9.63,-8.74,-0.97,45.37,OUT,83.4,13.9,0.306,14.6,63.5,Ant-Man → Ant-Man and the Wasp,58.8,Yes Man → Ant-Man → Ant-Man and the Wasp,52.4,Down with Love → The Break-Up → Yes Man → Ant-Man → Ant-Man and the Wasp,67.3,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0,0.0,True,-1.1178072001048394,-0.965008440700954,-1.012982564433524,-1.192549734215927,-1.0683498581582567
Phil Lord & Christopher Miller,5,0,5,0,5,3,1,1,0,1.0,1.0,1.6,2.6,103.1,20.62,10.4,2.08,75.62,1B,143.3,11.4,0.15130000000000002,13.6,78.8,22 Jump Street → Project Hail Mary,80.5,The Lego Movie → 22 Jump Street → Project Hail Mary,75.6,Cloudy with a Chance of Meatballs → 21 Jump Street → The Lego Movie → 22 Jump Street → Project Hail Mary,91.2,0.0,0.0,0.6,0.2,0.2,0.0,2,0.4,True,0.6321387164888626,1.246630613980468,0.6365138186816611,1.4989786799519953,0.96022345910259
Pierre Coffin,4,0,4,2,2,2,0,0,0,0.5,0.5,0.5,1.0,4.7,1.18,0.47,0.12,56.18,BB,106.2,16.4,0.2928,16.1,70.0,Despicable Me → Despicable Me 2,61.3,Despicable Me → Despicable Me 2 → Minions,,,74.6,0.5,0.0,0.5,0.0,0.0,0.0,0,0.0,True,-0.08676149815194985,-0.17466734380488225,-0.6776043397810835,-0.2950576362565864,-0.2981078975933936
Pierre Morel,8,0,8,6,2,2,0,0,0,0.25,0.25,0.25,0.5,-128.5,-16.06,-12.96,-1.62,38.94,OUT,73.0,19.3,0.4959,18.0,67.5,District B13 → Taken,57.9,District B13 → Taken → From Paris with Love,46.5,District B13 → Taken → From Paris with Love → The Gunman → Peppermint,67.9,0.75,0.0,0.25,0.0,0.0,0.0,0,0.0,True,-1.3000282498527853,-1.435118824886129,-1.2258161818408402,-0.9463526832838595,-1.2445127632943498
Preston Sturges,11,1,10,3,7,5,2,0,0,0.7,0.727,0.9,1.627,126.6,11.51,12.76,1.16,66.51,1B,106.7,16.0,0.2409,16.0,84.2,Sullivan's Travels → The Lady Eve,80.7,Sullivan's Travels → The Lady Eve → The Palm Beach Story,78.9,Sullivan's Travels → The Lady Eve → The Palm Beach Story → The Miracle of Morgan's Creek → Hail the Conquering Hero,85.7,0.2727272727272727,0.09090909090909091,0.45454545454545453,0.18181818181818182,0.0,0.0,2,0.18181818181818182,True,0.7304360619260417,0.5805799763557488,0.6884782746902871,0.4119088887468421,0.6187771590886898
Quentin Tarantino,10,0,10,0,10,4,3,2,1,1.0,1.0,2.0,3.0,287.4,28.74,28.98,2.9,83.74,2B,152.7,8.4,0.1002,10.9,92.6,Reservoir Dogs → Pulp Fiction,87.2,Reservoir Dogs → Pulp Fiction → Jackie Brown,86.8,Reservoir Dogs → Pulp Fiction → Jackie Brown → Kill Bill: Vol. 1 → Kill Bill: Vol. 2,95.4,0.0,0.0,0.4,0.3,0.2,0.1,6,0.6,True,1.2431946812398111,1.8403003370883404,1.242610243579179,1.8266094947213523,1.5090079484830938
Raja Gosnell,10,0,10,10,0,0,0,0,0,0.0,0.0,0.0,0.0,-321.8,-32.18,-32.45,-3.24,22.82,OUT,41.6,12.0,0.5267000000000001,13.3,39.6,Scooby-Doo → Scooby-Doo 2: Monsters Unleashed,36.6,"Scooby-Doo → Scooby-Doo 2: Monsters Unleashed → Yours, Mine & Ours",32.2,"Never Been Kissed → Big Momma's House → Scooby-Doo → Scooby-Doo 2: Monsters Unleashed → Yours, Mine & Ours",40.9,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,True,-1.8935559452963182,-2.613684826918014,-2.606279842398746,-1.5976477303111325,-2.192587496980312
Raoul Walsh,62,8,54,39,15,13,1,1,0,0.278,0.371,0.333,0.704,-70.4,-1.14,-7.1,-0.11,53.86,OUT,88.8,12.9,0.23929999999999998,13.1,80.1,Colorado Territory → White Heat,68.3,They Drive by Night → High Sierra → The Strawberry Blonde,68.9,The Roaring Twenties → Dark Command → They Drive by Night → High Sierra → The Strawberry Blonde,90.0,0.6290322580645161,0.12903225806451613,0.20967741935483872,0.016129032258064516,0.016129032258064516,0.0,2,0.03225806451612903,True,-1.0352065036055567,-0.3442872646928458,0.05636348972913765,-0.7521842365521427,-0.5329797421330227
Rawson Marshall Thurber,6,1,5,5,0,0,0,0,0,0.0,0.167,0.0,0.167,-75.2,-12.53,-7.58,-1.26,42.47,OUT,79.2,11.1,0.26030000000000003,13.2,49.3,We're the Millers → Central Intelligence,46.0,Dodgeball: A True Underdog Story → The Mysteries of Pittsburgh → We're the Millers,43.5,Dodgeball: A True Underdog Story → The Mysteries of Pittsburgh → We're the Millers → Central Intelligence → Skyscraper,56.3,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0,0.0,True,-1.0602889237308577,-1.1770333418109085,-1.793482346207965,-1.4608618651449259,-1.352887972152961
Renny Harlin,27,1,26,26,0,0,0,0,0,0.0,0.037,0.0,0.037,-663.8,-24.59,-66.93,-2.48,30.41,OUT,55.0,13.8,0.4522,14.1,52.1,A Nightmare on Elm Street 4: The Dream Master → Die Hard 2,50.5,Die Hard 2 → The Adventures of Ford Fairlane → Cliffhanger,48.1,Die Hard 2 → The Adventures of Ford Fairlane → Cliffhanger → Cutthroat Island → The Long Kiss Goodnight,63.4,0.9629629629629629,0.037037037037037035,0.0,0.0,0.0,0.0,0,0.0,True,-2.596955554929093,-2.0587644822888573,-1.434092842855927,-1.5673418799449672,-1.9657693737539175
Rian Johnson,7,0,7,2,5,4,1,0,0,0.714,0.714,0.857,1.571,102.6,14.66,10.34,1.48,69.66,1B,131.4,12.0,0.1728,13.6,77.6,Knives Out → Glass Onion,77.6,Knives Out → Glass Onion → Wake Up Dead Man,73.0,Looper → Star Wars: The Last Jedi → Knives Out → Glass Onion → Wake Up Dead Man,86.6,0.2857142857142857,0.0,0.5714285714285714,0.14285714285714285,0.0,0.0,1,0.14285714285714285,True,0.6295012892079949,0.8108828861820787,0.4166195153136596,0.37957894027880446,0.5716417751920939
Rich Moore,3,0,3,1,2,1,1,0,0,0.667,0.667,1.0,1.667,39.5,13.17,3.98,1.33,68.17,1B,128.1,19.2,0.2813,17.1,78.9,Wreck-It Ralph → Zootopia,68.2,Wreck-It Ralph → Zootopia → Ralph Breaks the Internet,,,83.6,0.3333333333333333,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,1,0.3333333333333333,True,0.2839447257387972,0.7019459542324815,-0.1363820231694481,0.41276010845312183,0.3091264221780219
Richard Attenborough,12,1,11,5,6,5,1,0,0,0.545,0.583,0.636,1.22,36.0,3.0,3.63,0.3,58.0,BB,98.1,16.8,0.2902,16.5,72.2,Magic → Gandhi,70.8,A Bridge Too Far → Magic → Gandhi,68.2,Gandhi → A Chorus Line → Cry Freedom → Chaplin → Shadowlands,83.8,0.4166666666666667,0.08333333333333333,0.4166666666666667,0.08333333333333333,0.0,0.0,1,0.08333333333333333,True,0.2585394563673392,-0.04160344034966939,0.03407497288019818,-0.07134451299163619,0.061410817444506716
Richard Brooks,22,6,16,10,6,3,3,0,0,0.375,0.545,0.563,1.108,31.2,1.42,3.15,0.14,56.42,BB,88.8,16.7,0.2952,16.5,78.7,The Professionals → In Cold Blood,72.1,Cat on a Hot Tin Roof → The Brothers Karamazov → Elmer Gantry,71.7,Elmer Gantry → Sweet Bird of Youth → Lord Jim → The Professionals → In Cold Blood,86.6,0.45454545454545453,0.2727272727272727,0.13636363636363635,0.13636363636363635,0.0,0.0,3,0.13636363636363635,True,0.2216134651789714,-0.15712045543716185,0.21779968261548996,-0.32747558055164827,0.016158730237943786
Richard Donner,22,3,19,13,6,6,0,0,0,0.316,0.409,0.316,0.725,-81.9,-3.72,-8.26,-0.38,51.28,OUT,87.5,16.8,0.3285,16.7,76.7,The Goonies → Lethal Weapon,69.9,Ladyhawke → The Goonies → Lethal Weapon,66.3,Ladyhawke → The Goonies → Lethal Weapon → Scrooged → Lethal Weapon 2,78.7,0.5909090909090909,0.13636363636363635,0.2727272727272727,0.0,0.0,0.0,0,0.0,True,-1.0944998320556794,-0.5329163146458398,-0.11170553644124508,-0.6982366264347838,-0.6291527376754318
Richard Lester,21,4,17,15,2,2,0,0,0,0.118,0.286,0.118,0.403,-171.8,-8.18,-17.32,-0.82,46.82,OUT,74.5,14.4,0.3077,14.7,61.1,The Mouse on the Moon → A Hard Day's Night,62.5,A Hard Day's Night → The Knack... and How to Get It → Help!,57.0,The Mouse on the Moon → A Hard Day's Night → The Knack... and How to Get It → Help! → A Funny Thing Happened on the Way to the Forum,77.8,0.7142857142857143,0.19047619047619047,0.09523809523809523,0.0,0.0,0.0,0,0.0,True,-1.459057165738592,-0.8589959901459768,-0.6377980719654147,-1.1534506029480531,-1.042605785839036
Richard Linklater,24,3,21,5,16,10,3,3,0,0.762,0.792,1.19,1.982,314.3,13.1,31.69,1.32,68.1,1B,125.1,15.8,0.2321,15.8,88.0,Before Midnight → Boyhood,83.5,Waking Life → School of Rock → Before Sunset,75.4,Bernie → Before Midnight → Boyhood → Everybody Wants Some!! → Last Flag Flying,92.8,0.20833333333333334,0.125,0.4166666666666667,0.125,0.125,0.0,6,0.25,True,1.3128611590409582,0.6968281117918963,0.7331696289066412,0.7626368559389096,0.9038851540747037
Ridley Scott,29,4,25,15,10,4,4,1,1,0.4,0.483,0.76,1.243,133.8,4.61,13.49,0.47,59.61,BB,107.2,18.2,0.3054,17.9,91.8,Alien → Blade Runner,86.2,The Duellists → Alien → Blade Runner,69.6,Gladiator → Hannibal → Black Hawk Down → Matchstick Men → Kingdom of Heaven,94.1,0.5172413793103449,0.13793103448275862,0.13793103448275862,0.13793103448275862,0.034482758620689655,0.034482758620689655,6,0.20689655172413793,True,0.7589615686296762,0.07610693578378813,0.6336953894726964,-0.19272452771043258,0.3665941463609375
Rob Cohen,12,2,10,10,0,0,0,0,0,0.0,0.167,0.0,0.167,-305.6,-25.47,-30.81,-2.57,29.53,OUT,52.5,18.7,0.6322,17.8,50.5,Dragon: The Bruce Lee Story → DragonHeart,45.3,Dragon: The Bruce Lee Story → DragonHeart → Daylight,42.5,Dragon: The Bruce Lee Story → DragonHeart → Daylight → The Rat Pack → The Skulls,57.8,0.8333333333333334,0.16666666666666666,0.0,0.0,0.0,0.0,0,0.0,True,-1.8522750683465372,-2.1231030729704985,-1.8292579303950447,-1.4608618651449259,-1.835945144374332
Rob Marshall,8,3,5,4,1,1,0,0,0,0.2,0.5,0.2,0.7,-19.4,-2.43,-1.96,-0.24,52.58,OUT,97.3,13.2,0.25120000000000003,14.2,68.7,Chicago → Memoirs of a Geisha,62.7,Annie → Chicago → Memoirs of a Geisha,52.8,Annie → Chicago → Memoirs of a Geisha → Nine → Pirates of the Caribbean: On Stranger Tides,78.5,0.5,0.375,0.125,0.0,0.0,0.0,0,0.0,True,-0.6771963555251556,-0.4386017896693429,-0.762364310982198,-0.8308885816122962,-0.6695781481428912
Rob Reiner,21,0,21,12,9,4,5,0,0,0.429,0.429,0.667,1.095,15.0,0.71,1.51,0.07,55.71,BB,99.2,23.8,0.42710000000000004,22.3,88.1,Stand by Me → The Princess Bride,86.7,Stand by Me → The Princess Bride → When Harry Met Sally...,84.7,Stand by Me → The Princess Bride → When Harry Met Sally... → Misery → A Few Good Men,88.7,0.5714285714285714,0.0,0.19047619047619047,0.23809523809523808,0.0,0.0,5,0.23809523809523808,True,0.06703696137024014,-0.20903000019166795,1.0834850702647851,-0.285904171861488,0.18154402155705374
Robert Altman,38,4,34,18,16,10,6,0,0,0.471,0.526,0.647,1.173,54.6,1.44,5.51,0.14,56.44,BB,94.3,19.9,0.35259999999999997,19.4,84.9,The Player → Short Cuts,79.1,McCabe & Mrs. Miller → Images → The Long Goodbye,77.1,M*A*S*H → McCabe & Mrs. Miller → Images → The Long Goodbye → California Split,86.0,0.47368421052631576,0.10526315789473684,0.2631578947368421,0.15789473684210525,0.0,0.0,6,0.15789473684210525,True,0.3836955524393493,-0.1556582147398518,0.5872631667833377,-0.1814010661824464,0.18672969050618698
Robert Benton,11,0,11,6,5,4,1,0,0,0.455,0.455,0.545,1.0,4.1,0.37,0.41,0.04,55.37,BB,94.3,19.3,0.3486,18.2,77.0,The Late Show → Kramer vs. Kramer,73.7,Bad Company → The Late Show → Kramer vs. Kramer,67.3,Bad Company → The Late Show → Kramer vs. Kramer → Still of the Night → Places in the Heart,85.5,0.5454545454545454,0.0,0.36363636363636365,0.09090909090909091,0.0,0.0,1,0.09090909090909091,True,-0.09957287738868853,-0.23388809204593847,0.10599791793508184,-0.3385738113983902,-0.12955916902399875
Robert Bresson,13,1,12,0,12,8,3,1,0,1.0,1.0,1.417,2.417,271.4,20.88,27.36,2.1,75.88,1B,120.2,8.8,0.11630000000000001,10.8,89.1,Diary of a Country Priest → A Man Escaped,85.3,Diary of a Country Priest → A Man Escaped → Pickpocket,82.8,Diary of a Country Priest → A Man Escaped → Pickpocket → The Trial of Joan of Arc → Au hasard Balthazar,93.9,0.0,0.07692307692307693,0.6153846153846154,0.23076923076923078,0.07692307692307693,0.0,4,0.3076923076923077,True,1.1999846424223222,1.2656397430454982,1.040131305899425,1.3490875821950143,1.2062556714019301
Robert Eggers,4,0,4,0,4,3,1,0,0,1.0,1.0,1.25,2.25,76.7,19.18,7.73,1.93,74.18,1B,140.1,4.4,0.058899999999999994,10.7,76.9,The Witch → The Lighthouse,75.4,The Witch → The Lighthouse → The Northman,,,80.5,0.0,0.0,0.75,0.25,0.0,0.0,1,0.25,True,0.5062657086628943,1.1413492837741457,0.1712393917084887,1.212301717028808,0.7224872248752885
Robert Redford,9,2,7,4,3,1,2,0,0,0.429,0.556,0.714,1.27,40.4,4.49,4.07,0.45,59.49,BB,104.9,16.8,0.282,16.4,75.8,A River Runs Through It → Quiz Show,70.5,Ordinary People → The Milagro Beanfield War → A River Runs Through It,70.5,Ordinary People → The Milagro Beanfield War → A River Runs Through It → Quiz Show → The Horse Whisperer,84.3,0.4444444444444444,0.2222222222222222,0.1111111111111111,0.2222222222222222,0.0,0.0,2,0.2222222222222222,True,0.2902948835830256,0.06733349159992794,0.10688617884880436,-0.1425656903998942,0.10213024460711191
