Rank,Director,Eligible,Strength,Expected Wins,Expected Win %,PA,WAR,Scaled WAR,WAR/PA,Scaled WAR/PA,BA,OBP,SLG,OPS,HR,3B,2B,1B,BB,OUTS,Out Rate,BB Rate,HR Rate,XBH,XBH Rate,Best Top 2 Overall Score,Best 2 Film Run Score,Best 2 Film Run Titles,Best 3 Film Run Score,Best 3 Film Run Titles,Best 5 Film Run Score,Best 5 Film Run Titles,Career_Value,Rate_Quality,Peak,Profile
193,Jonathan Demme,True,0.041429,177.806381,0.505132,17,24.7,2.49,1.45,0.15,0.357,0.471,0.571,1.042,1,0,0,4,3,9,0.529412,0.176471,0.058824,1,0.058824,94.0,86.3,The Silence of the Lambs → Philadelphia,77.7,Married to the Mob → The Silence of the Lambs → Philadelphia,71.1,Swing Shift → Something Wild → Married to the Mob → The Silence of the Lambs → Philadelphia,0.165884,-0.154927,0.440734,-0.398941
194,Victor Fleming,True,0.030018,176.960522,0.502729,19,32.5,3.28,1.71,0.17,0.25,0.526,0.5,1.026,0,0,3,0,7,9,0.473684,0.368421,0.0,3,0.157895,87.6,87.2,The Wizard of Oz → Gone with the Wind,76.5,Test Pilot → The Wizard of Oz → Gone with the Wind,72.8,Captains Courageous → Test Pilot → The Wizard of Oz → Gone with the Wind → Dr. Jekyll and Mr. Hyde,0.231877,-0.135918,0.390151,-0.515518
195,Jia Ling,True,0.027049,176.740482,0.502104,2,19.7,1.99,9.85,0.99,1.0,1.0,1.0,2.0,0,0,0,1,1,0,0.0,0.5,0.0,0,0.0,65.0,64.9,"Hi, Mom → Yolo",,,,,0.118521,0.459214,-1.299269,1.007532
196,Genndy Tartakovsky,True,0.024473,176.549581,0.501561,6,7.5,0.76,1.25,0.13,0.4,0.5,1.6,2.1,2,0,0,0,1,3,0.5,0.166667,0.333333,2,0.333333,95.2,76.5,Samurai Jack: The Premiere Movie → Hotel Transylvania,65.5,Samurai Jack: The Premiere Movie → Hotel Transylvania → Hotel Transylvania 2,64.8,Samurai Jack: The Premiere Movie → Hotel Transylvania → Hotel Transylvania 2 → Hotel Transylvania 3: Summer Vacation → Primal: Tales of Savagery,-0.034043,-0.16955,-0.099086,0.509224
197,Richard Brooks,True,0.016159,175.933454,0.499811,22,31.2,3.15,1.42,0.14,0.375,0.545,0.563,1.108,0,0,3,3,6,10,0.454545,0.272727,0.0,3,0.136364,86.6,78.7,The Professionals → In Cold Blood,72.1,Cat on a Hot Tin Roof → The Brothers Karamazov → Elmer Gantry,71.7,Elmer Gantry → Sweet Bird of Youth → Lord Jim → The Professionals → In Cold Blood,0.221613,-0.15712,0.2178,-0.327476
198,Jon Favreau,True,0.001885,174.87601,0.496807,9,42.8,4.32,4.76,0.48,0.444,0.444,0.556,1.0,0,0,1,3,0,5,0.555556,0.0,0.0,1,0.111111,84.8,72.2,Chef → The Jungle Book,68.8,Elf → Zathura: A Space Adventure → Iron Man,63.4,Iron Man → Iron Man 2 → Cowboys & Aliens → Chef → The Jungle Book,0.307575,0.087074,-0.169254,-0.349211
199,Lee Isaac Chung,True,-0.019255,173.310662,0.49236,5,27.3,2.75,5.46,0.55,0.5,0.6,0.75,1.35,0,0,1,1,1,2,0.4,0.2,0.0,1,0.2,85.8,71.5,Minari → Twisters,62.4,Abigail Harm → Minari → Twisters,60.5,Munyurangabo → Lucky Life → Abigail Harm → Minari → Twisters,0.188628,0.138252,-0.434923,-0.008381
200,Craig Gillespie,True,-0.021618,173.135798,0.491863,8,23.8,2.4,2.98,0.3,0.5,0.625,0.667,1.292,0,0,1,2,2,3,0.375,0.25,0.0,1,0.125,80.6,74.1,"I, Tonya → Cruella",69.7,"I, Tonya → Cruella → Dumb Money",63.5,"Million Dollar Arm → The Finest Hours → I, Tonya → Cruella → Dumb Money",0.157736,-0.043066,-0.18798,-0.055887
201,Tim Miller,True,-0.03675,172.016154,0.488682,2,13.1,1.32,6.55,0.66,0.5,0.5,0.5,1.0,0,0,0,1,0,1,0.5,0.0,0.0,0,0.0,79.8,61.6,Deadpool → Terminator: Dark Fate,,,,,0.044415,0.217944,-0.182195,-0.295058
202,Francis Lawrence,True,-0.038146,171.91286,0.488389,10,32.1,3.24,3.21,0.32,0.4,0.7,0.6,1.3,0,0,1,1,5,3,0.3,0.5,0.0,1,0.1,80.8,68.9,The Hunger Games: Catching Fire → The Hunger Games: Mockingjay - Part 1,66.7,I Am Legend → Water for Elephants → The Hunger Games: Catching Fire,63.1,I Am Legend → Water for Elephants → The Hunger Games: Catching Fire → The Hunger Games: Mockingjay - Part 1 → The Hunger Games: Mockingjay - Part 2,0.228741,-0.02625,-0.283995,-0.146037
203,Vincente Minnelli,True,-0.045394,171.376839,0.486866,34,60.3,6.08,1.77,0.18,0.333,0.471,0.37,0.841,0,0,1,8,7,18,0.529412,0.205882,0.0,1,0.029412,82.6,74.4,An American in Paris → The Bad and the Beautiful,69.3,The Bad and the Beautiful → The Story of Three Loves → The Band Wagon,66.4,"An American in Paris → The Bad and the Beautiful → The Story of Three Loves → The Band Wagon → The Long, Long Trailer",0.417223,-0.131531,-0.081285,-0.586784
204,Sofia Coppola,True,-0.048121,171.175181,0.486293,8,34.6,3.49,4.33,0.44,0.333,0.5,0.5,1.0,0,0,1,1,2,4,0.5,0.25,0.0,1,0.125,83.1,79.2,The Virgin Suicides → Lost in Translation,71.4,The Virgin Suicides → Lost in Translation → Marie Antoinette,61.4,The Virgin Suicides → Lost in Translation → Marie Antoinette → Somewhere → The Bling Ring,0.248036,0.055636,-0.180524,-0.456551
205,Franklin J. Schaffner,True,-0.049103,171.102613,0.486087,13,3.3,0.33,0.25,0.03,0.364,0.462,0.636,1.098,0,0,3,1,2,7,0.538462,0.153846,0.0,3,0.230769,87.4,85.7,Planet of the Apes → Patton,77.6,Planet of the Apes → Patton → Nicholas and Alexandra,74.2,Planet of the Apes → Patton → Nicholas and Alexandra → Papillon → Islands in the Stream,-0.118217,-0.242662,0.465153,-0.346304
206,Kristoffer Borgli,True,-0.061663,170.174291,0.48345,3,24.7,2.49,8.23,0.83,0.5,0.667,0.5,1.167,0,0,0,1,1,1,0.333333,0.333333,0.0,0,0.0,70.7,67.7,Sick of Myself → Dream Scenario,63.2,DRIB → Sick of Myself → Dream Scenario,,,0.165884,0.340773,-0.659868,-0.158272
207,Fernando Meirelles,True,-0.064083,169.99551,0.482942,8,2.8,0.28,0.35,0.04,0.429,0.5,0.857,1.357,1,0,0,2,1,4,0.5,0.125,0.125,1,0.125,99.1,83.4,City of God → The Constant Gardener,76.8,Maids → City of God → The Constant Gardener,62.6,Maids → City of God → The Constant Gardener → Blindness → 360,-0.131043,-0.23535,0.193316,-0.071306
208,Gore Verbinski,True,-0.065362,169.900985,0.482673,11,25.8,2.6,2.35,0.24,0.444,0.545,0.556,1.101,0,0,1,3,2,5,0.454545,0.181818,0.0,1,0.090909,82.0,70.1,The Ring → Pirates of the Caribbean: The Curse of the Black Pearl,66.3,Pirates of the Caribbean: The Curse of the Black Pearl → The Weather Man → Pirates of the Caribbean: Dead Man's Chest,66.5,Pirates of the Caribbean: The Curse of the Black Pearl → The Weather Man → Pirates of the Caribbean: Dead Man's Chest → Pirates of the Caribbean: At World's End → Rango,0.175645,-0.089126,-0.169909,-0.266484
209,Cate Shortland,True,-0.070012,169.557545,0.481698,4,25.4,2.56,6.35,0.64,0.5,0.75,0.5,1.25,0,0,0,1,2,1,0.25,0.5,0.0,0,0.0,73.0,68.8,Somersault → Lore,63.1,Somersault → Lore → Berlin Syndrome,,,0.17212,0.203322,-0.617682,-0.090288
210,Bernardo Bertolucci,True,-0.07606,169.110907,0.480429,18,41.3,4.16,2.29,0.23,0.25,0.5,0.5,1.0,0,1,1,1,6,9,0.5,0.333333,0.0,2,0.111111,89.0,74.3,The Conformist → The Spider's Stratagem,66.4,The Conformist → The Spider's Stratagem → Last Tango in Paris,65.0,The Conformist → The Spider's Stratagem → Last Tango in Paris → 1900 → Luna,0.296575,-0.093513,-0.137165,-0.536814
211,Justine Triet,True,-0.077118,169.032774,0.480207,4,21.9,2.21,5.48,0.55,0.333,0.5,0.667,1.167,0,0,1,0,1,2,0.5,0.25,0.0,1,0.25,86.0,66.5,Sibyl → Anatomy of a Fall,62.9,In Bed with Victoria → Sibyl → Anatomy of a Fall,,,0.140018,0.139714,-0.360395,-0.319765
212,Marc Forster,True,-0.085668,168.401675,0.478414,13,20.5,2.07,1.58,0.16,0.545,0.615,0.545,1.161,0,0,0,6,2,5,0.384615,0.153846,0.0,0,0.0,73.3,71.3,A Man Called Otto → White Bird,69.5,Christopher Robin → A Man Called Otto → White Bird,64.2,Monster's Ball → Finding Neverland → Stay → Stranger Than Fiction → The Kite Runner,0.126469,-0.145423,-0.253275,-0.11967
213,Cameron Crowe,True,-0.08586,168.387479,0.478374,8,3.8,0.38,0.47,0.05,0.5,0.625,0.667,1.292,0,0,1,2,2,3,0.375,0.25,0.0,1,0.125,87.3,77.5,Jerry Maguire → Almost Famous,71.2,Jerry Maguire → Almost Famous → Vanilla Sky,67.3,Say Anything → Singles → Jerry Maguire → Almost Famous → Vanilla Sky,-0.106331,-0.226577,0.055443,-0.055887
214,Norman Jewison,True,-0.091587,167.964899,0.477173,24,1.9,0.19,0.08,0.01,0.381,0.458,0.524,0.982,0,1,1,6,3,13,0.541667,0.125,0.0,2,0.083333,89.1,81.5,Fiddler on the Roof → Jesus Christ Superstar,77.1,In the Heat of the Night → The Thomas Crown Affair → Fiddler on the Roof,72.6,The Russians Are Coming the Russians Are Coming → In the Heat of the Night → The Thomas Crown Affair → Fiddler on the Roof → Jesus Christ Superstar,-0.157446,-0.255091,0.417578,-0.424877
215,Laurence Olivier,True,-0.097943,167.496132,0.475841,5,22.3,2.25,4.46,0.45,0.5,0.6,0.5,1.1,0,0,0,2,1,2,0.4,0.2,0.0,0,0.0,73.3,71.6,Hamlet → Richard III,67.7,Henry V → Hamlet → Richard III,59.5,Henry V → Hamlet → Richard III → The Prince and the Showgirl → Three Sisters,0.143809,0.06514,-0.458962,-0.21315
216,Clarence Brown,True,-0.11749,166.05544,0.471748,36,28.1,2.83,0.78,0.08,0.348,0.583,0.391,0.975,0,0,1,7,13,15,0.416667,0.361111,0.0,1,0.027778,81.6,70.1,The Eagle → Flesh and the Devil,67.5,Flesh and the Devil → Kiki → A Woman of Affairs,66.8,National Velvet → The White Cliffs of Dover → The Yearling → Song of Love → Intruder in the Dust,0.195408,-0.203912,-0.130521,-0.462523
217,Robert Benton,True,-0.129559,165.166842,0.469224,11,4.1,0.41,0.37,0.04,0.455,0.455,0.545,1.0,0,0,1,4,0,6,0.545455,0.0,0.0,1,0.090909,85.5,77.0,The Late Show → Kramer vs. Kramer,73.7,Bad Company → The Late Show → Kramer vs. Kramer,67.3,Bad Company → The Late Show → Kramer vs. Kramer → Still of the Night → Places in the Heart,-0.099573,-0.233888,0.105998,-0.338574
218,Brady Corbet,True,-0.137678,164.56946,0.467527,3,16.6,1.67,5.53,0.56,0.5,0.667,0.5,1.167,0,0,0,1,1,1,0.333333,0.333333,0.0,0,0.0,77.0,61.6,Vox Lux → The Brutalist,60.5,The Childhood of a Leader → Vox Lux → The Brutalist,,,0.085004,0.14337,-0.669471,-0.158272
219,Frank Borzage,True,-0.147196,163.86961,0.465539,39,11.6,1.17,0.3,0.03,0.276,0.462,0.345,0.806,0,0,2,6,10,21,0.538462,0.25641,0.0,2,0.051282,80.9,74.4,The River → Lucky Star,72.9,Street Angel → The River → Lucky Star,71.1,Lazybones → 7th Heaven → Street Angel → The River → Lucky Star,0.025377,-0.239006,0.156227,-0.670572
220,Guy Ritchie,True,-0.149772,163.680302,0.465001,16,14.4,1.45,0.9,0.09,0.455,0.625,0.636,1.261,0,0,2,3,5,6,0.375,0.3125,0.0,2,0.125,82.9,81.8,"Lock, Stock and Two Smoking Barrels → Snatch",64.7,Sherlock Holmes → Sherlock Holmes: A Game of Shadows → The Man from UNCLE,61.3,The Gentleman → Wrath of Man → Operation Fortune: Ruse de Guerre → The Covenant → The Ministry of Ungentlemanly Warfare,0.060055,-0.195139,-0.37618,-0.124795
221,Robert Rossen,True,-0.15069,163.612858,0.464809,8,22.7,2.29,2.84,0.29,0.429,0.5,0.571,1.071,0,0,1,2,1,4,0.5,0.125,0.0,1,0.125,87.3,73.1,Body and Soul → All the King's Men,66.4,Johnny O'Clock → Body and Soul → All the King's Men,55.1,All the King's Men → Alexander the Great → Island in the Sun → They Came to Cordura → The Hustler,0.147567,-0.053301,-0.482089,-0.305562
222,Jake Schreier,True,-0.15304,163.440139,0.464319,3,13.5,1.36,4.5,0.45,0.667,0.667,0.667,1.333,0,0,0,2,0,1,0.333333,0.0,0.0,0,0.0,70.7,55.5,Paper Towns → Thunderbolts,59.5,Robot & Frank → Paper Towns → Thunderbolts,,,0.049306,0.068065,-0.850744,0.139188
223,Tony Scott,True,-0.168815,162.281884,0.461028,16,9.0,0.91,0.56,0.06,0.364,0.563,0.455,1.017,0,0,1,3,5,7,0.4375,0.3125,0.0,1,0.0625,81.5,78.5,True Romance → Crimson Tide,71.2,The Last Boy Scout → True Romance → Crimson Tide,64.2,True Romance → Crimson Tide → The Fan → Enemy of the State → Spy Game,-0.010783,-0.219997,-0.112202,-0.412649
224,Emerald Fennell,True,-0.170701,162.143468,0.460635,3,14.8,1.49,4.93,0.5,0.5,0.667,0.5,1.167,0,0,0,1,1,1,0.333333,0.333333,0.0,0,0.0,75.4,67.9,Promising Young Woman → Saltburn,59.9,Promising Young Woman → Saltburn → Wuthering Heights,,,0.064725,0.099503,-0.73336,-0.158272
225,David Leitch,True,-0.176435,161.722893,0.45944,6,27.8,2.8,4.63,0.47,0.333,0.667,0.333,1.0,0,0,0,1,3,2,0.333333,0.5,0.0,0,0.0,73.1,65.7,Atomic Blonde → Deadpool 2,60.6,Atomic Blonde → Deadpool 2 → Once Upon a Deadpool,59.9,Deadpool 2 → Once Upon a Deadpool → Fast & Furious Presents: Hobbs & Shaw → Bullet Train → The Fall Guy,0.192877,0.077569,-0.649519,-0.456551
226,Douglas Sirk,True,-0.192749,160.527279,0.456043,33,9.5,0.96,0.29,0.03,0.231,0.394,0.308,0.702,0,0,2,4,7,20,0.606061,0.212121,0.0,2,0.060606,84.3,81.7,A Time to Love and a Time to Die → Imitation of Life,77.3,The Tarnished Angels → A Time to Love and a Time to Die → Imitation of Life,64.8,Battle Hymn → Interlude → The Tarnished Angels → A Time to Love and a Time to Die → Imitation of Life,-0.003463,-0.239737,0.112315,-0.799273
227,Jeff Fowler,True,-0.196203,160.274384,0.455325,3,15.6,1.57,5.2,0.52,0.5,0.667,0.5,1.167,0,0,0,1,1,1,0.333333,0.333333,0.0,0,0.0,68.2,63.0,Sonic the Hedgehog 2 → Sonic the Hedgehog 3,60.2,Sonic the Hedgehog  → Sonic the Hedgehog 2 → Sonic the Hedgehog 3,,,0.073881,0.119243,-0.866095,-0.158272
228,Kevin Costner,True,-0.234701,157.460916,0.447332,5,11.6,1.17,2.32,0.23,0.4,0.4,0.6,1.0,0,0,1,1,0,3,0.6,0.0,0.0,1,0.2,83.4,59.7,Open Range → Horizon: An American Saga - Chapter 1,62.5,Dances with Wolves → The Postman → Open Range,57.3,Dances with Wolves → The Postman → Open Range → Horizon: An American Saga - Chapter 1 → Horizon: An American Saga - Chapter 2,0.025377,-0.09132,-0.564528,-0.39176
229,J.C. Chandor,True,-0.243579,156.813609,0.445493,5,3.1,0.31,0.62,0.06,0.6,0.6,0.6,1.2,0,0,0,3,0,2,0.4,0.0,0.0,0,0.0,70.4,69.5,Margin Call → All Is Lost,69.0,Margin Call → All Is Lost → A Most Violent Year,55.6,Margin Call → All Is Lost → A Most Violent Year → Triple Frontier → Kraven the Hunter,-0.123222,-0.21561,-0.583206,-0.03454
230,Patty Jenkins,True,-0.245986,156.638205,0.444995,3,7.0,0.71,2.33,0.24,0.667,0.667,0.667,1.333,0,0,0,2,0,1,0.333333,0.0,0.0,0,0.0,71.2,69.9,Monster → Wonder Woman,57.3,Monster → Wonder Woman → Wonder Woman 1984,,,-0.0423,-0.090589,-0.953946,0.139188
231,Mike Flanagan,True,-0.24675,156.582539,0.444837,9,17.7,1.78,1.97,0.2,0.333,0.556,0.333,0.889,0,0,0,2,3,4,0.444444,0.333333,0.0,0,0.0,66.4,66.3,Doctor Sleep → The Life of Chuck,65.1,Gerald's Game → Doctor Sleep → The Life of Chuck,61.4,Hush → Ouija: Origin of Evil → Gerald's Game → Doctor Sleep → The Life of Chuck,0.096861,-0.116909,-0.548349,-0.547469
232,Paul Haggis,True,-0.268084,155.029965,0.440426,4,0.8,0.08,0.2,0.02,0.667,0.75,0.667,1.417,0,0,0,2,1,1,0.25,0.25,0.0,0,0.0,66.5,66.2,Crash → In the Valley of Elah,63.1,Crash → In the Valley of Elah → The Next Three Days,,,-0.200774,-0.246317,-0.751483,0.207991
233,Peter Bogdanovich,True,-0.296151,152.993033,0.434639,20,-49.1,-4.95,-2.46,-0.25,0.35,0.35,0.6,0.95,0,2,1,4,0,13,0.65,0.0,0.0,3,0.15,93.9,88.2,"What's Up, Doc? → Paper Moon",89.0,"The Last Picture Show → What's Up, Doc? → Paper Moon",70.3,"The Last Picture Show → What's Up, Doc? → Paper Moon → Daisy Miller → At Long Last Love",-0.910719,-0.440795,0.733904,-0.481065
234,Pierre Coffin,True,-0.298108,152.851283,0.434237,4,4.7,0.47,1.18,0.12,0.5,0.5,0.5,1.0,0,0,0,2,0,2,0.5,0.0,0.0,0,0.0,74.6,70.0,Despicable Me → Despicable Me 2,61.3,Despicable Me → Despicable Me 2 → Minions,,,-0.086761,-0.174667,-0.677604,-0.295058
235,Gus Van Sant,True,-0.301289,152.62091,0.433582,22,-4.8,-0.48,-0.22,-0.02,0.375,0.545,0.563,1.108,1,0,0,5,6,10,0.454545,0.272727,0.045455,1,0.045455,96.6,79.2,To Die For → Good Will Hunting,67.1,Milk → Restless → My Own Private River,63.1,Drugstore Cowboy → My Own Private Idaho → Even Cowgirls Get the Blues → To Die For → Good Will Hunting,-0.47699,-0.277024,-0.093762,-0.327476
236,Michel Hazanavicius,True,-0.308395,152.106524,0.432121,11,-9.2,-0.93,-0.84,-0.08,0.4,0.455,0.6,1.055,0,0,2,2,1,6,0.545455,0.090909,0.0,2,0.181818,84.9,74.5,OSS 117: Lost in Rio → The Artist,72.1,"OSS 117: Cairo, Nest of Spies → OSS 117: Lost in Rio → The Artist",66.6,"La classe americaine → Mes amis → OSS 117: Cairo, Nest of Spies → OSS 117: Lost in Rio → The Artist",-0.553866,-0.322354,0.03078,-0.346711
237,John Schlesinger,True,-0.331987,150.402192,0.427279,20,-25.6,-2.58,-1.28,-0.13,0.4,0.55,0.467,1.017,0,0,1,5,5,9,0.45,0.25,0.0,1,0.05,87.7,77.9,Far from the Madding Crowd → Midnight Cowboy,72.6,Darling → Far from the Madding Crowd → Midnight Cowboy,70.7,A Kind of Loving → Billy Liar → Darling → Far from the Madding Crowd → Midnight Cowboy,-0.735583,-0.354523,0.211544,-0.377836
238,William Friedkin,True,-0.340658,149.777074,0.425503,24,-77.0,-7.76,-3.21,-0.32,0.318,0.375,0.545,0.92,0,0,5,2,2,15,0.625,0.083333,0.0,5,0.208333,86.3,86.1,The French Connection → The Exorcist,86.0,The French Connection → The Exorcist → Sorcerer,78.9,The Boys in the Band → The French Connection → The Exorcist → Sorcerer → The Brink's Job,-1.069489,-0.495629,0.845651,-0.536583
239,Michael Cimino,True,-0.375304,147.286556,0.418428,7,-20.2,-2.04,-2.89,-0.29,0.4,0.571,0.8,1.371,0,1,0,1,2,3,0.428571,0.285714,0.0,1,0.142857,90.1,78.8,Thunderbolt and Lightfoot → The Deer Hunter,71.9,Thunderbolt and Lightfoot → The Deer Hunter → Heaven's Gate,59.9,Thunderbolt and Lightfoot → The Deer Hunter → Heaven's Gate → Year of the Dragon → The Sicilian,-0.685204,-0.472233,-0.13643,-0.087883
240,Brian De Palma,True,-0.397317,145.710432,0.41395,28,-63.0,-6.35,-2.25,-0.23,0.375,0.464,0.583,1.048,0,0,5,4,4,15,0.535714,0.142857,0.0,5,0.178571,85.0,83.7,Blow Out → Scarface,78.8,Dressed to Kill → Blow Out → Scarface,69.9,Blow Out → Scarface → Body Double → Wise Guys → The Untouchables,-0.994252,-0.425442,0.330573,-0.37662
241,Gareth Edwards,True,-0.410773,144.749516,0.41122,5,4.0,0.4,0.8,0.08,0.25,0.4,0.25,0.65,0,0,0,1,1,3,0.6,0.2,0.0,0,0.0,78.1,67.3,Rogue One: A Star Wars Story → The Creator,63.0,Godzilla → Rogue One: A Star Wars Story → The Creator,55.8,Monsters → Godzilla → Rogue One: A Star Wars Story → The Creator → Jurassic World: Rebirth,-0.101797,-0.20245,-0.659691,-0.823491
242,William A. Wellman,True,-0.41588,144.38532,0.410186,48,-20.6,-2.08,-0.43,-0.04,0.275,0.396,0.325,0.721,0,1,0,10,8,29,0.604167,0.166667,0.0,1,0.020833,90.8,75.6,Wings → Beggars of Life,69.8,Heroes for Sale → Midnight Mary → Wild Boys of the Road,67.1,Wings → Beggars of Life → Other Men's Women → The Public Enemy → Night Nurse,-0.689149,-0.292378,0.048767,-0.741161
243,John McTiernan,True,-0.424468,143.773529,0.408448,11,-37.9,-3.82,-3.45,-0.35,0.4,0.455,0.5,0.955,0,0,1,3,1,6,0.545455,0.090909,0.0,1,0.090909,88.5,81.7,Die Hard → The Hunt for Red October,78.9,Predator → Die Hard → The Hunt for Red October,63.4,Predator → Die Hard → The Hunt for Red October → Medicine Man → Last Action Hero,-0.834173,-0.513176,0.159208,-0.428619
244,Shane Black,True,-0.43957,142.699662,0.405397,5,-8.2,-0.83,-1.64,-0.17,0.5,0.6,0.5,1.1,0,0,0,2,1,2,0.4,0.2,0.0,0,0.0,75.8,67.6,Iron Man 3 → The Nice Guys,70.2,Kiss Kiss Bang Bang → Iron Man 3 → The Nice Guys,53.4,Kiss Kiss Bang Bang → Iron Man 3 → The Nice Guys → The Predator → Play Dirty,-0.53877,-0.380843,-0.560394,-0.21315
245,Barry Levinson,True,-0.442604,142.48425,0.404785,28,-62.5,-6.3,-2.23,-0.23,0.417,0.5,0.458,0.958,0,0,1,9,4,14,0.5,0.142857,0.0,1,0.035714,82.0,76.0,Rain Man → Avalon,73.1,Rain Man → Avalon → Bugsy,71.0,"Good Morning, Vietnam → Tin Men → Rain Man → Avalon → Bugsy",-0.991438,-0.423979,0.171066,-0.409722
246,Nia DaCosta,True,-0.468571,140.644875,0.399559,5,2.8,0.28,0.56,0.06,0.25,0.4,0.25,0.65,0,0,0,1,1,3,0.6,0.2,0.0,0,0.0,79.2,66.2,Hedda → 28 Years Later: The Bone Temple,56.5,The Marvels → Hedda → 28 Years Later: The Bone Temple,55.6,Little Woods → Candyman → The Marvels → Hedda → 28 Years Later: The Bone Temple,-0.131043,-0.219997,-0.838244,-0.823491
247,Michel Gondry,True,-0.473187,140.318758,0.398633,12,-21.7,-2.19,-1.81,-0.18,0.2,0.333,0.4,0.733,0,1,0,1,2,8,0.666667,0.166667,0.0,1,0.083333,93.4,80.7,Eternal Sunshine of the Spotless Mind → The Science of Sleep,70.4,Eternal Sunshine of the Spotless Mind → The Science of Sleep → Be Kind Rewind,63.7,Human Nature → Eternal Sunshine of the Spotless Mind → The Science of Sleep → Be Kind Rewind → Tokyo!,-0.699807,-0.393272,-0.016621,-0.803859
248,Edmund Goulding,True,-0.481272,139.748127,0.397012,22,-31.7,-3.2,-1.44,-0.15,0.333,0.455,0.389,0.843,0,0,1,5,4,12,0.545455,0.181818,0.0,1,0.045455,80.9,73.1,The Razor's Edge → Nightmare Alley,69.9,The Dawn Patrol → Dark Victory → The Old Maid,64.5,The Dawn Patrol → Dark Victory → The Old Maid → Til We Meet Again → The Great Lie,-0.787283,-0.366221,-0.146012,-0.585146
249,Doug Liman,True,-0.486108,139.407231,0.396043,14,-47.1,-4.75,-3.36,-0.34,0.385,0.429,0.462,0.89,0,0,1,4,1,8,0.571429,0.071429,0.0,1,0.071429,82.7,75.2,Go → The Bourne Identity,,Swingers → Go → The Bourne Identity,,,-0.897863,-0.506596,0.036691,-0.496364
250,Marc Webb,True,-0.487709,139.294399,0.395723,6,-9.9,-1.0,-1.65,-0.17,0.4,0.5,0.4,0.9,0,0,0,2,1,3,0.5,0.166667,0.0,0,0.0,78.5,70.8,500 Days of Summer → The Amazing Spider-Man,63.7,500 Days of Summer → The Amazing Spider-Man → The Amazing Spider-Man 2,59.5,500 Days of Summer → The Amazing Spider-Man → The Amazing Spider-Man 2 → Gifted → The Only Living Boy in New York,-0.563954,-0.381574,-0.513583,-0.473668
251,Lewis Milestone,True,-0.493323,138.899128,0.3946,24,-22.1,-2.23,-0.92,-0.09,0.222,0.417,0.389,0.806,0,1,1,2,6,14,0.583333,0.25,0.0,2,0.083333,91.7,71.7,All Quiet on the Western Front → The Front Page,67.3,All Quiet on the Western Front → The Front Page → Rain,60.7,The Racket → All Quiet on the Western Front → The Front Page → Rain → Hallelujah I'm a Bum,-0.703615,-0.328203,-0.222516,-0.722792
252,David O. Russell,True,-0.529445,136.365007,0.387401,10,-37.0,-3.73,-3.7,-0.37,0.25,0.4,0.375,0.775,0,0,1,1,2,6,0.6,0.2,0.0,1,0.1,80.4,78.4,The Fighter → Silver Linings Playbook,72.7,The Fighter → Silver Linings Playbook → American Hustle,66.2,Three Kings → I Heart Huckabees → The Fighter → Silver Linings Playbook → American Hustle,-0.827616,-0.531454,-0.016303,-0.721106
253,Jon M. Chu,True,-0.530282,136.3065,0.387234,9,-39.4,-3.97,-4.38,-0.44,0.375,0.444,0.375,0.819,0,0,0,3,1,5,0.555556,0.111111,0.0,0,0.0,79.3,76.6,In the Heights → Wicked,73.4,Crazy Rich Asians → In the Heights → Wicked,64.2,Now You See Me 2 → Crazy Rich Asians → In the Heights → Wicked → Wicked: For Good,-0.844932,-0.58117,-0.074688,-0.564189
254,Chris Renaud,True,-0.530348,136.301864,0.387221,6,-3.5,-0.35,-0.58,-0.06,0.333,0.333,0.333,0.667,0,0,0,2,0,4,0.666667,0.0,0.0,0,0.0,74.6,60.9,Despicable Me → The Lorax,62.4,Despicable Me → The Lorax → Despicable Me 2,56.4,Despicable Me → The Lorax → Despicable Me 2 → The Secret Life of Pets → The Secret Life of Pets 2,-0.448336,-0.303345,-0.696603,-0.729304
255,Gavin O'Connor,True,-0.532035,136.183963,0.386886,9,-21.2,-2.14,-2.36,-0.24,0.25,0.333,0.375,0.708,0,0,1,1,1,6,0.666667,0.111111,0.0,1,0.111111,88.3,67.1,Pride and Glory → Warrior,69.9,Miracle → Pride and Glory → Warrior,59.1,Tumbleweeds → Miracle → Pride and Glory → Warrior → Jane Got a Gun,-0.694996,-0.433484,-0.239873,-0.775985
256,Raoul Walsh,True,-0.53298,136.117954,0.386699,62,-70.4,-7.1,-1.14,-0.11,0.278,0.371,0.333,0.704,0,1,1,13,8,39,0.629032,0.129032,0.0,2,0.032258,90.0,80.1,Colorado Territory → White Heat,68.3,They Drive by Night → High Sierra → The Strawberry Blonde,68.9,The Roaring Twenties → Dark Command → They Drive by Night → High Sierra → The Strawberry Blonde,-1.035207,-0.344287,0.056363,-0.752184
257,Mathieu Kassovitz,True,-0.540123,135.619156,0.385282,7,-29.6,-2.98,-4.23,-0.43,0.2,0.429,0.8,1.229,1,0,0,0,2,4,0.571429,0.285714,0.142857,1,0.142857,95.0,72.4,La haine → Assassin(s),67.1,La haine → Assassin(s) → The Crimson Rivers,55.9,Metisse → La haine → Assassin(s) → The Crimson Rivers → Gothika,-0.769564,-0.570203,-0.348733,-0.397597
